Product_Category,Price,Quantity,Payment_Method,Delivery_Time_Days,Customer_Rating,Discount_Applied,gender,age_category,size,Purchase
Παπούτσια,56.97,2,PayPal,8,5,27,Women,Adult,S,1
Αξεσουάρ,42.79,0,Κάρτα,4,5,4,Women,Youth,XL,0
Μπλούζα,62.45,2,PayPal,2,2,6,Men,Youth,XL,1
Φόρεμα,66.54,1,PayPal,9,4,4,Men,Adult,M,1
Παπούτσια,19.76,1,Κάρτα,3,5,8,Men,Youth,S,1
Φόρεμα,50.45,0,PayPal,2,2,46,Men,Adult,S,0
Παντελόνι,4.45,3,Αντικαταβολή,8,2,20,Women,Adult,S,1
Αξεσουάρ,47.53,1,Κάρτα,8,5,19,Neutral,Children,S,1
Παντελόνι,42.55,2,PayPal,2,3,37,Women,Children,XL,1
Αξεσουάρ,59.84,1,PayPal,3,5,39,Men,Adult,M,1
Μπουφάν,28.54,5,Κάρτα,9,4,36,Women,Adult,M,1
Παντελόνι,41.57,1,Κάρτα,9,5,16,Neutral,Adult,L,1
Φόρεμα,-14.32,4,Αντικαταβολή,3,5,41,Neutral,Adult,S,1
Αξεσουάρ,61.15,1,PayPal,9,5,27,Women,Adult,L,1
Παντελόνι,48.23,0,PayPal,4,3,30,Women,Adult,XL,0
Παπούτσια,51.74,3,PayPal,6,3,32,Women,Youth,L,1
Αξεσουάρ,20.13,3,Κάρτα,3,5,31,Men,Adult,S,1
Αξεσουάρ,57.96,2,Κάρτα,2,4,31,Women,Youth,M,1
Παντελόνι,83.05,3,Κάρτα,9,5,47,Women,Youth,M,1
Μπουφάν,46.3,2,PayPal,9,4,22,Women,Adult,S,1
Παντελόνι,63.0,2,PayPal,8,2,20,Neutral,Adult,XL,1
Φόρεμα,32.59,1,Κάρτα,4,3,24,Neutral,Youth,S,1
Φόρεμα,48.46,2,Αντικαταβολή,9,3,32,Men,Youth,XL,1
Αξεσουάρ,19.37,3,PayPal,5,5,2,Men,Adult,M,1
Αξεσουάρ,65.76,1,Αντικαταβολή,8,5,5,Neutral,Adult,XL,1
Παντελόνι,53.2,2,Κάρτα,4,2,48,Neutral,Youth,S,1
Φόρεμα,25.61,2,PayPal,3,4,27,Neutral,Youth,S,1
Φόρεμα,33.96,2,Αντικαταβολή,8,5,1,Women,Youth,S,1
Μπουφάν,51.22,2,PayPal,7,5,31,Women,Children,XL,1
Παπούτσια,68.48,1,Αντικαταβολή,3,4,25,Neutral,Youth,XL,1
Μπουφάν,79.59,2,PayPal,6,3,4,Women,Children,XL,1
Μπλούζα,47.32,0,Αντικαταβολή,4,5,10,Women,Adult,M,0
Μπουφάν,22.71,3,Αντικαταβολή,3,4,9,Men,Adult,L,1
Παντελόνι,54.77,3,Κάρτα,2,5,14,Neutral,Youth,L,1
Παπούτσια,85.7,1,Κάρτα,2,5,17,Neutral,Adult,S,1
Παντελόνι,17.55,3,Αντικαταβολή,4,5,48,Women,Adult,M,1
Μπλούζα,30.91,6,PayPal,8,5,13,Neutral,Adult,XL,1
Παπούτσια,62.22,4,Αντικαταβολή,6,5,27,Men,Adult,S,1
Αξεσουάρ,53.07,1,PayPal,7,1,29,Men,Children,M,1
Φόρεμα,39.1,1,PayPal,4,3,12,Men,Children,S,1
Μπουφάν,54.4,0,PayPal,6,1,19,Neutral,Youth,M,0
Παντελόνι,69.55,0,PayPal,2,3,1,Neutral,Youth,M,0
Μπλούζα,48.03,2,Κάρτα,3,2,24,Neutral,Youth,L,1
Φόρεμα,46.28,1,Αντικαταβολή,5,4,43,Neutral,Adult,S,1
Μπουφάν,61.78,2,PayPal,3,1,42,Neutral,Adult,XL,1
Φόρεμα,44.59,5,Κάρτα,2,4,11,Men,Children,L,1
Μπουφάν,72.85,5,PayPal,7,5,24,Women,Children,L,1
Αξεσουάρ,90.53,2,PayPal,8,5,3,Men,Youth,XL,1
Παπούτσια,32.14,3,Κάρτα,2,5,41,Neutral,Children,M,1
Φόρεμα,25.0,2,Κάρτα,3,3,11,Men,Children,XL,1
Φόρεμα,57.43,2,PayPal,3,4,6,Neutral,Children,S,1
Φόρεμα,24.29,0,Αντικαταβολή,7,3,37,Neutral,Children,XL,0
Παπούτσια,23.95,2,Κάρτα,7,4,39,Men,Children,M,1
Μπλούζα,9.02,1,Αντικαταβολή,2,4,31,Neutral,Youth,XL,1
Μπουφάν,42.35,4,PayPal,3,1,42,Women,Youth,M,1
Αξεσουάρ,49.34,0,PayPal,8,3,5,Neutral,Children,M,0
Φόρεμα,39.65,4,PayPal,5,5,26,Women,Youth,S,1
Παπούτσια,77.81,6,PayPal,9,5,34,Women,Adult,XL,1
Μπλούζα,76.32,3,PayPal,5,4,20,Neutral,Children,XL,1
Μπουφάν,88.58,2,PayPal,4,3,19,Men,Adult,S,1
Παπούτσια,50.93,2,Αντικαταβολή,5,4,18,Women,Youth,M,1
Αξεσουάρ,73.68,1,Κάρτα,2,2,32,Men,Youth,XL,1
Αξεσουάρ,56.18,2,PayPal,2,5,3,Women,Adult,S,1
Μπουφάν,54.17,2,Κάρτα,4,5,18,Neutral,Youth,M,1
Φόρεμα,40.65,2,Αντικαταβολή,8,2,48,Neutral,Children,S,1
Αξεσουάρ,4.74,2,PayPal,6,3,27,Women,Adult,XL,1
Μπλούζα,62.75,3,PayPal,8,4,21,Neutral,Children,S,1
Παπούτσια,73.08,2,Κάρτα,4,3,23,Women,Adult,L,1
Μπλούζα,19.49,1,Κάρτα,6,5,45,Neutral,Youth,M,1
Φόρεμα,49.81,2,Κάρτα,6,5,29,Men,Adult,L,1
Μπλούζα,69.83,2,PayPal,3,3,28,Neutral,Adult,L,1
Μπλούζα,42.81,3,Κάρτα,7,1,9,Men,Children,M,1
Παντελόνι,73.86,2,Κάρτα,5,5,31,Neutral,Youth,M,1
Μπλούζα,47.19,3,Αντικαταβολή,8,4,8,Men,Children,S,1
Μπουφάν,39.5,1,PayPal,6,4,24,Neutral,Youth,M,1
Παπούτσια,75.01,3,PayPal,9,3,15,Men,Children,L,1
Παντελόνι,31.32,3,PayPal,3,2,14,Women,Adult,L,1
Παπούτσια,35.5,4,Κάρτα,4,5,47,Women,Children,XL,1
Παπούτσια,32.09,3,Αντικαταβολή,9,4,17,Men,Youth,M,1
Φόρεμα,27.15,2,Κάρτα,4,3,22,Neutral,Youth,L,1
Φόρεμα,53.06,1,PayPal,9,2,41,Men,Adult,XL,1
Παντελόνι,39.74,5,Κάρτα,8,4,2,Neutral,Youth,XL,1
Αξεσουάρ,59.77,0,PayPal,8,5,6,Women,Children,S,0
Φόρεμα,15.31,0,Κάρτα,6,3,38,Neutral,Adult,L,0
Φόρεμα,27.55,3,Κάρτα,8,5,10,Women,Youth,S,1
Φόρεμα,51.03,4,PayPal,3,3,23,Neutral,Youth,L,1
Παπούτσια,79.39,2,Κάρτα,2,3,34,Neutral,Children,S,1
Παντελόνι,57.57,5,PayPal,8,5,49,Neutral,Children,S,1
Παπούτσια,38.21,1,Κάρτα,7,5,24,Men,Adult,M,1
Μπουφάν,20.21,0,Κάρτα,7,3,27,Men,Youth,S,0
Παπούτσια,37.04,3,Κάρτα,5,2,11,Women,Children,M,1
Μπουφάν,49.15,2,PayPal,6,1,22,Women,Adult,XL,1
Μπλούζα,2.85,2,Κάρτα,2,5,16,Men,Youth,L,1
Μπλούζα,25.73,1,Κάρτα,9,2,40,Women,Youth,XL,1
Μπουφάν,35.25,2,Αντικαταβολή,5,2,36,Men,Adult,L,1
Μπουφάν,44.85,2,Αντικαταβολή,9,3,17,Neutral,Adult,XL,1
Παπούτσια,48.91,5,PayPal,2,4,8,Women,Children,L,1
Μπουφάν,37.78,3,PayPal,7,5,44,Women,Youth,S,1
Παντελόνι,60.12,0,PayPal,3,3,34,Men,Youth,L,0
Μπλούζα,52.49,4,PayPal,8,4,35,Women,Youth,L,1
Μπλούζα,42.6,1,Κάρτα,6,2,17,Women,Adult,XL,1
Αξεσουάρ,62.88,5,Κάρτα,2,4,19,Neutral,Children,XL,1
Μπουφάν,61.24,1,PayPal,9,3,20,Women,Youth,XL,1
Φόρεμα,20.92,5,PayPal,2,3,46,Neutral,Adult,M,1
Φόρεμα,49.36,1,Αντικαταβολή,2,4,19,Men,Youth,M,1
Μπουφάν,67.81,1,PayPal,7,5,5,Women,Children,L,1
Παντελόνι,71.15,3,Αντικαταβολή,6,5,8,Neutral,Youth,L,1
Φόρεμα,57.42,1,PayPal,3,4,42,Men,Children,S,1
Αξεσουάρ,45.33,1,PayPal,3,2,28,Women,Children,S,1
Μπουφάν,58.43,2,Κάρτα,2,3,28,Men,Youth,L,1
Παντελόνι,66.16,3,PayPal,3,4,12,Women,Youth,M,1
Παντελόνι,52.32,1,Αντικαταβολή,5,5,35,Men,Children,L,1
Παπούτσια,54.57,4,Κάρτα,3,5,26,Men,Adult,S,1
Παντελόνι,45.0,0,Αντικαταβολή,2,4,46,Neutral,Children,M,0
Φόρεμα,23.26,2,PayPal,5,4,48,Men,Youth,M,1
Φόρεμα,46.51,1,Κάρτα,9,5,43,Women,Youth,S,1
Μπουφάν,36.46,2,Αντικαταβολή,6,3,5,Women,Adult,L,1
Μπουφάν,36.52,2,PayPal,4,4,38,Neutral,Children,XL,1
Παντελόνι,78.68,2,Αντικαταβολή,7,3,31,Women,Children,L,1
Αξεσουάρ,69.03,3,PayPal,3,3,48,Women,Children,L,1
Μπλούζα,16.13,3,Αντικαταβολή,8,2,42,Women,Youth,S,1
Παπούτσια,28.3,3,PayPal,5,4,43,Men,Children,M,1
Μπλούζα,42.73,2,Αντικαταβολή,4,4,27,Men,Adult,S,1
Παντελόνι,37.19,4,Κάρτα,6,5,44,Women,Youth,L,1
Παντελόνι,56.35,3,PayPal,4,5,0,Neutral,Youth,XL,1
Μπλούζα,25.13,6,PayPal,9,5,49,Men,Children,XL,1
Παπούτσια,69.17,3,Αντικαταβολή,6,2,42,Neutral,Adult,XL,1
Μπλούζα,49.12,1,PayPal,2,4,30,Women,Youth,S,1
Μπουφάν,43.19,2,Κάρτα,2,4,29,Women,Youth,M,1
Φόρεμα,49.71,7,Αντικαταβολή,7,5,17,Men,Children,S,1
Αξεσουάρ,41.65,2,Αντικαταβολή,7,3,28,Women,Children,XL,1
Μπουφάν,9.39,1,Αντικαταβολή,6,2,41,Men,Adult,L,1
Φόρεμα,50.24,5,Κάρτα,4,3,37,Women,Children,M,1
Αξεσουάρ,43.59,3,Κάρτα,7,5,22,Women,Adult,S,1
Αξεσουάρ,30.91,5,PayPal,9,5,21,Men,Youth,S,1
Αξεσουάρ,71.95,2,Αντικαταβολή,3,4,1,Men,Adult,M,1
Παντελόνι,63.39,0,Κάρτα,4,5,4,Men,Adult,M,0
Αξεσουάρ,98.78,0,PayPal,7,1,41,Women,Adult,L,0
Παπούτσια,66.7,1,Κάρτα,4,3,14,Women,Youth,M,1
Μπλούζα,37.13,2,Κάρτα,8,5,31,Neutral,Children,L,1
Παπούτσια,31.88,3,Κάρτα,3,3,45,Men,Youth,XL,1
Μπλούζα,40.11,2,PayPal,4,3,5,Women,Children,XL,1
Μπουφάν,36.67,2,Κάρτα,4,5,13,Women,Adult,S,1
Μπουφάν,52.18,3,Κάρτα,5,4,23,Men,Adult,XL,1
Μπλούζα,19.22,1,Κάρτα,6,5,20,Neutral,Adult,XL,1
Παπούτσια,62.95,7,Αντικαταβολή,2,2,13,Men,Adult,L,1
Μπλούζα,51.82,2,Κάρτα,7,4,11,Neutral,Adult,S,1
Αξεσουάρ,60.65,6,Αντικαταβολή,8,3,3,Women,Children,M,1
Παντελόνι,27.12,1,Κάρτα,7,5,43,Neutral,Children,S,1
Μπουφάν,54.93,0,Αντικαταβολή,7,3,20,Women,Adult,XL,0
Παντελόνι,75.98,1,Κάρτα,6,4,16,Men,Youth,M,1
Αξεσουάρ,32.79,6,Αντικαταβολή,4,2,28,Men,Youth,S,1
Αξεσουάρ,32.24,2,Αντικαταβολή,3,5,15,Men,Adult,S,1
Μπουφάν,64.24,2,Αντικαταβολή,3,3,17,Neutral,Children,S,1
Μπουφάν,30.62,1,Κάρτα,2,2,37,Women,Youth,S,1
Αξεσουάρ,45.33,1,PayPal,2,4,40,Men,Youth,L,1
Φόρεμα,79.51,1,Αντικαταβολή,2,4,43,Men,Youth,S,1
Παντελόνι,32.53,1,Αντικαταβολή,3,3,10,Women,Adult,XL,1
Παντελόνι,80.89,2,Αντικαταβολή,4,2,31,Men,Youth,XL,1
Φόρεμα,43.28,2,Αντικαταβολή,2,5,27,Women,Youth,L,1
Παπούτσια,27.58,2,Αντικαταβολή,2,2,15,Women,Youth,M,1
Παντελόνι,62.07,0,PayPal,8,2,33,Women,Youth,M,0
Μπλούζα,52.15,1,Κάρτα,3,3,49,Women,Children,XL,1
Αξεσουάρ,50.26,4,PayPal,7,5,29,Women,Adult,XL,1
Αξεσουάρ,34.63,5,Κάρτα,4,2,37,Neutral,Adult,L,1
Φόρεμα,52.01,2,PayPal,2,5,21,Men,Children,M,1
Παντελόνι,8.65,4,Κάρτα,9,5,4,Neutral,Children,M,1
Παπούτσια,54.38,0,Αντικαταβολή,4,4,8,Men,Adult,S,0
Παντελόνι,75.94,3,Κάρτα,5,3,12,Neutral,Youth,S,1
Αξεσουάρ,14.69,6,Κάρτα,7,5,38,Women,Youth,S,1
Μπουφάν,41.86,0,Αντικαταβολή,7,5,22,Men,Adult,L,0
Μπλούζα,32.51,6,Αντικαταβολή,9,5,26,Men,Youth,XL,1
Φόρεμα,19.78,2,Κάρτα,2,5,31,Neutral,Children,L,1
Μπουφάν,8.94,3,Κάρτα,9,3,30,Neutral,Youth,M,1
Παπούτσια,26.38,3,Αντικαταβολή,2,5,32,Men,Youth,XL,1
Μπουφάν,45.15,0,PayPal,8,2,41,Neutral,Youth,S,0
Μπουφάν,72.98,1,Αντικαταβολή,3,4,25,Neutral,Adult,L,1
Παπούτσια,19.55,1,Κάρτα,7,4,17,Neutral,Children,L,1
Μπουφάν,55.89,1,Κάρτα,9,3,11,Women,Youth,S,1
Φόρεμα,54.39,2,Κάρτα,8,2,2,Women,Adult,L,1
Αξεσουάρ,83.44,6,Αντικαταβολή,5,3,4,Neutral,Youth,S,1
Παντελόνι,61.42,2,Αντικαταβολή,5,4,13,Neutral,Children,M,1
Μπουφάν,62.57,3,PayPal,5,5,46,Women,Youth,XL,1
Φόρεμα,63.99,2,Κάρτα,6,4,11,Women,Children,M,1
Παντελόνι,31.52,7,Κάρτα,3,5,3,Men,Youth,M,1
Παντελόνι,38.54,3,Αντικαταβολή,3,3,15,Men,Children,S,1
Μπουφάν,72.34,1,Κάρτα,9,2,10,Women,Youth,L,1
Φόρεμα,8.98,2,PayPal,2,3,35,Neutral,Children,M,1
Αξεσουάρ,36.35,2,Αντικαταβολή,3,3,37,Neutral,Youth,M,1
Μπουφάν,23.38,2,Κάρτα,2,4,47,Neutral,Youth,M,1
Παπούτσια,54.68,1,Αντικαταβολή,8,5,1,Neutral,Adult,L,1
Παντελόνι,41.57,1,Αντικαταβολή,2,4,12,Men,Adult,L,1
Μπουφάν,62.52,1,PayPal,6,4,7,Women,Children,S,1
Παντελόνι,47.82,1,Αντικαταβολή,8,1,43,Neutral,Youth,M,1
Φόρεμα,19.08,2,Κάρτα,3,1,20,Men,Children,XL,1
Μπλούζα,20.0,2,PayPal,3,2,25,Neutral,Adult,L,1
Μπουφάν,49.88,2,Αντικαταβολή,6,5,37,Women,Children,S,1
Αξεσουάρ,34.58,0,Κάρτα,6,4,34,Men,Children,M,0
Μπουφάν,39.35,2,Αντικαταβολή,8,3,14,Women,Adult,XL,1
Παντελόνι,68.77,5,Αντικαταβολή,8,4,39,Women,Youth,L,1
Φόρεμα,65.18,2,PayPal,3,4,29,Men,Children,XL,1
Παπούτσια,85.95,2,PayPal,3,2,1,Men,Adult,L,1
Αξεσουάρ,43.67,2,PayPal,8,4,15,Men,Youth,S,1
Φόρεμα,37.18,2,PayPal,2,5,12,Men,Adult,XL,1
Μπουφάν,58.36,2,Κάρτα,4,3,0,Men,Children,M,1
Παπούτσια,38.78,4,Αντικαταβολή,7,5,42,Men,Youth,M,1
Φόρεμα,39.44,4,PayPal,2,3,27,Men,Youth,L,1
Μπλούζα,45.96,3,Κάρτα,5,5,0,Neutral,Adult,M,1
Αξεσουάρ,83.05,2,PayPal,5,5,39,Women,Adult,XL,1
Παντελόνι,64.08,1,Αντικαταβολή,4,4,33,Men,Adult,S,1
Φόρεμα,66.18,1,PayPal,7,3,12,Neutral,Youth,L,1
Φόρεμα,82.16,2,Αντικαταβολή,6,4,1,Neutral,Youth,XL,1
Μπλούζα,68.05,3,Αντικαταβολή,5,3,3,Neutral,Children,L,1
Μπουφάν,27.37,2,Κάρτα,6,1,24,Women,Youth,S,1
Αξεσουάρ,67.75,2,PayPal,6,5,33,Men,Children,L,1
Αξεσουάρ,70.29,2,PayPal,2,1,12,Neutral,Adult,M,1
Παντελόνι,63.04,4,Αντικαταβολή,6,3,35,Women,Adult,M,1
Φόρεμα,46.09,4,PayPal,4,5,31,Women,Youth,L,1
Παπούτσια,60.93,4,Αντικαταβολή,2,5,20,Women,Adult,S,1
Φόρεμα,49.6,4,Κάρτα,9,2,25,Neutral,Adult,S,1
Παντελόνι,30.44,1,PayPal,9,5,14,Men,Youth,M,1
Φόρεμα,35.41,1,Αντικαταβολή,4,5,28,Neutral,Children,S,1
Μπλούζα,64.07,0,PayPal,9,2,25,Neutral,Youth,L,0
Φόρεμα,31.88,1,PayPal,6,4,20,Men,Children,XL,1
Φόρεμα,33.77,2,Κάρτα,5,5,11,Men,Youth,L,1
Παπούτσια,65.07,4,Αντικαταβολή,7,5,11,Men,Youth,M,1
Μπλούζα,52.68,2,Κάρτα,6,3,4,Women,Adult,M,1
Μπλούζα,61.54,2,Κάρτα,4,3,41,Men,Youth,M,1
Φόρεμα,25.42,4,Κάρτα,3,5,25,Neutral,Youth,S,1
Αξεσουάρ,60.99,1,Αντικαταβολή,9,5,31,Men,Children,L,1
Παπούτσια,36.8,1,Αντικαταβολή,3,5,1,Neutral,Adult,XL,1
Φόρεμα,29.66,3,PayPal,9,5,7,Women,Children,L,1
Φόρεμα,39.89,1,Αντικαταβολή,5,4,26,Neutral,Children,XL,1
Παντελόνι,77.24,2,Κάρτα,9,5,36,Neutral,Adult,L,1
Παντελόνι,42.71,1,Αντικαταβολή,8,5,7,Men,Adult,M,1
Αξεσουάρ,94.03,0,PayPal,7,5,23,Men,Adult,XL,0
Παπούτσια,8.76,4,Κάρτα,4,3,12,Neutral,Youth,L,1
Μπουφάν,19.07,1,PayPal,5,5,28,Men,Adult,S,1
Παντελόνι,76.48,2,Αντικαταβολή,2,3,12,Women,Adult,S,1
Μπουφάν,81.51,0,PayPal,6,1,22,Women,Adult,L,0
Μπλούζα,32.73,1,PayPal,8,4,46,Men,Children,M,1
Παντελόνι,51.38,1,Αντικαταβολή,2,3,14,Women,Children,XL,1
Παντελόνι,64.24,0,PayPal,3,1,23,Men,Youth,L,0
Παπούτσια,45.41,0,Αντικαταβολή,6,5,42,Neutral,Children,S,0
Αξεσουάρ,53.0,4,Κάρτα,2,5,22,Neutral,Youth,XL,1
Μπουφάν,50.22,1,PayPal,9,5,9,Women,Children,S,1
Παντελόνι,20.37,0,Κάρτα,3,5,37,Men,Adult,S,0
Παντελόνι,43.11,0,Αντικαταβολή,7,4,4,Men,Children,L,0
Παπούτσια,50.25,4,Αντικαταβολή,2,3,4,Women,Youth,S,1
Παπούτσια,52.06,4,PayPal,9,3,30,Neutral,Children,XL,1
Αξεσουάρ,15.39,2,PayPal,6,4,39,Women,Adult,M,1
Μπουφάν,65.07,2,Αντικαταβολή,2,4,0,Neutral,Youth,L,1
Μπλούζα,52.59,1,Αντικαταβολή,8,4,1,Men,Adult,XL,1
Αξεσουάρ,28.89,1,Κάρτα,9,4,48,Neutral,Adult,L,1
Μπλούζα,85.98,1,Κάρτα,8,3,28,Women,Youth,S,1
Φόρεμα,43.07,5,PayPal,6,4,6,Men,Adult,S,1
Παντελόνι,44.37,0,PayPal,2,2,28,Women,Adult,XL,0
Μπουφάν,62.83,5,PayPal,5,5,8,Women,Children,XL,1
Αξεσουάρ,87.68,1,PayPal,7,1,35,Neutral,Adult,M,1
Παντελόνι,63.62,1,PayPal,2,4,6,Women,Adult,XL,1
Μπουφάν,66.52,0,PayPal,2,2,27,Neutral,Adult,XL,0
Μπουφάν,29.97,1,PayPal,8,5,9,Men,Adult,L,1
Μπουφάν,51.74,2,PayPal,8,3,15,Neutral,Youth,S,1
Παντελόνι,39.35,2,Κάρτα,5,2,9,Men,Children,XL,1
Αξεσουάρ,64.08,0,Αντικαταβολή,8,4,38,Neutral,Adult,M,0
Παπούτσια,65.94,3,Αντικαταβολή,3,5,25,Women,Adult,XL,1
Παντελόνι,82.66,3,PayPal,6,5,33,Neutral,Youth,S,1
Μπουφάν,6.83,3,Αντικαταβολή,4,3,33,Neutral,Adult,XL,1
Αξεσουάρ,37.39,1,PayPal,3,5,39,Men,Youth,L,1
Φόρεμα,76.0,1,Κάρτα,6,1,13,Women,Children,S,1
Μπλούζα,21.97,2,PayPal,2,2,17,Neutral,Children,XL,1
Μπουφάν,66.11,0,Κάρτα,3,4,0,Women,Adult,L,0
Φόρεμα,72.68,2,Κάρτα,2,3,16,Neutral,Adult,S,1
Παπούτσια,49.43,2,Κάρτα,3,5,48,Neutral,Adult,XL,1
Μπουφάν,21.57,1,PayPal,3,5,21,Women,Youth,L,1
Φόρεμα,47.57,0,Κάρτα,4,1,36,Neutral,Adult,M,0
Μπουφάν,79.17,3,PayPal,5,3,15,Women,Adult,L,1
Παντελόνι,80.78,2,Κάρτα,3,4,6,Neutral,Children,M,1
Αξεσουάρ,54.16,1,Κάρτα,8,4,14,Men,Adult,XL,1
Φόρεμα,30.46,1,Αντικαταβολή,2,5,20,Women,Children,L,1
Αξεσουάρ,84.77,1,PayPal,4,5,1,Neutral,Adult,M,1
Παντελόνι,66.42,0,Αντικαταβολή,3,4,47,Neutral,Children,S,0
Παντελόνι,31.77,3,Κάρτα,8,3,24,Men,Adult,L,1
Αξεσουάρ,56.85,3,Αντικαταβολή,5,5,8,Women,Children,XL,1
Φόρεμα,55.93,2,Κάρτα,2,3,19,Neutral,Youth,S,1
Αξεσουάρ,37.26,2,Αντικαταβολή,4,5,49,Men,Children,M,1
Αξεσουάρ,56.96,1,Αντικαταβολή,6,1,9,Neutral,Children,L,1
Μπλούζα,72.12,6,PayPal,7,4,20,Women,Children,L,1
Φόρεμα,44.08,1,PayPal,5,2,3,Neutral,Adult,XL,1
Μπλούζα,74.17,3,Αντικαταβολή,9,4,29,Neutral,Adult,S,1
Μπουφάν,14.89,1,Αντικαταβολή,8,4,33,Neutral,Adult,L,1
Αξεσουάρ,94.37,2,PayPal,6,5,29,Neutral,Youth,L,1
Μπουφάν,51.15,1,Κάρτα,6,5,13,Men,Youth,S,1
Φόρεμα,71.46,0,Κάρτα,4,4,21,Men,Children,L,0
Αξεσουάρ,54.37,2,Κάρτα,4,3,0,Women,Youth,S,1
Μπουφάν,33.53,1,Κάρτα,4,5,7,Men,Children,S,1
Παπούτσια,49.27,2,Αντικαταβολή,8,5,10,Men,Children,S,1
Παντελόνι,11.81,1,Κάρτα,9,3,0,Women,Children,XL,1
Αξεσουάρ,63.77,3,Αντικαταβολή,8,5,4,Men,Youth,S,1
Παντελόνι,53.88,1,Αντικαταβολή,6,5,44,Men,Adult,S,1
Μπλούζα,46.17,2,Κάρτα,7,4,48,Women,Youth,M,1
Μπουφάν,65.05,3,Κάρτα,2,3,9,Women,Children,M,1
Μπλούζα,50.75,6,Κάρτα,4,4,38,Women,Children,XL,1
Αξεσουάρ,62.14,4,PayPal,5,3,12,Neutral,Youth,S,1
Παντελόνι,69.25,2,Αντικαταβολή,4,5,20,Neutral,Children,M,1
Παντελόνι,39.02,2,Κάρτα,7,4,35,Women,Children,M,1
Μπουφάν,33.29,0,PayPal,4,5,44,Women,Youth,L,0
Αξεσουάρ,15.55,2,Αντικαταβολή,7,4,32,Women,Youth,S,1
Παπούτσια,52.45,4,Αντικαταβολή,4,3,42,Neutral,Youth,M,1
Παπούτσια,59.04,1,Αντικαταβολή,9,5,27,Neutral,Children,XL,1
Μπουφάν,23.53,2,Κάρτα,6,3,8,Men,Children,L,1
Αξεσουάρ,78.41,1,Κάρτα,7,3,44,Men,Adult,L,1
Μπουφάν,33.55,3,Αντικαταβολή,2,4,10,Women,Adult,S,1
Αξεσουάρ,7.93,4,Αντικαταβολή,4,1,39,Neutral,Youth,S,1
Μπλούζα,79.9,1,PayPal,6,5,28,Neutral,Adult,L,1
Μπουφάν,10.54,1,PayPal,9,4,6,Neutral,Children,XL,1
Αξεσουάρ,69.28,2,Αντικαταβολή,5,5,26,Women,Adult,S,1
Παπούτσια,64.42,3,PayPal,2,3,21,Men,Children,S,1
Αξεσουάρ,56.39,1,Αντικαταβολή,6,5,30,Women,Youth,L,1
Αξεσουάρ,39.54,3,PayPal,9,4,29,Men,Youth,L,1
Μπουφάν,60.06,5,Αντικαταβολή,7,4,27,Men,Children,S,1
Μπλούζα,70.97,4,Κάρτα,3,5,19,Women,Adult,M,1
Μπλούζα,30.28,1,Αντικαταβολή,5,4,14,Men,Youth,S,1
Μπλούζα,69.53,2,Κάρτα,5,5,14,Men,Youth,M,1
Μπλούζα,68.62,1,Αντικαταβολή,3,1,11,Neutral,Adult,L,1
Φόρεμα,55.86,2,Κάρτα,6,3,16,Men,Adult,M,1
Μπουφάν,39.24,1,PayPal,6,5,22,Women,Children,XL,1
Παντελόνι,68.71,1,Κάρτα,8,5,5,Women,Adult,L,1
Μπουφάν,60.17,5,PayPal,7,4,44,Men,Adult,S,1
Φόρεμα,29.68,1,Αντικαταβολή,5,5,15,Neutral,Adult,S,1
Μπλούζα,42.65,3,PayPal,8,4,26,Neutral,Children,L,1
Φόρεμα,66.38,3,PayPal,6,4,22,Men,Children,L,1
Παπούτσια,52.29,4,PayPal,3,4,0,Men,Youth,XL,1
Παπούτσια,71.72,7,Αντικαταβολή,8,4,44,Women,Children,L,1
Μπουφάν,43.17,2,Κάρτα,6,3,6,Men,Youth,S,1
Μπουφάν,30.0,4,PayPal,5,4,44,Neutral,Adult,XL,1
Παντελόνι,93.87,2,Αντικαταβολή,6,5,38,Men,Youth,S,1
Παντελόνι,16.38,2,PayPal,2,2,39,Women,Youth,M,1
Παπούτσια,40.0,2,Κάρτα,3,2,49,Women,Adult,L,1
Μπλούζα,55.59,1,PayPal,9,1,48,Women,Youth,M,1
Φόρεμα,69.72,1,PayPal,3,3,47,Women,Children,S,1
Παντελόνι,62.93,6,PayPal,9,4,48,Women,Children,M,1
Αξεσουάρ,96.23,2,Κάρτα,4,2,39,Men,Children,M,1
Παντελόνι,47.65,1,Κάρτα,6,4,38,Men,Children,S,1
Μπλούζα,32.54,1,Αντικαταβολή,7,4,17,Men,Youth,S,1
Μπλούζα,45.61,6,PayPal,9,5,35,Men,Youth,L,1
Μπουφάν,43.6,4,PayPal,3,5,21,Women,Adult,M,1
Φόρεμα,48.63,2,PayPal,6,4,1,Neutral,Youth,XL,1
Μπλούζα,30.35,1,PayPal,2,2,47,Men,Youth,XL,1
Παντελόνι,65.68,2,Κάρτα,8,2,25,Neutral,Youth,S,1
Παντελόνι,57.42,0,Κάρτα,5,5,49,Men,Adult,S,0
Παπούτσια,24.72,0,PayPal,5,5,31,Men,Children,M,0
Μπλούζα,69.36,5,PayPal,4,3,22,Neutral,Youth,S,1
Αξεσουάρ,33.77,0,PayPal,4,3,39,Women,Adult,XL,0
Μπουφάν,26.34,0,PayPal,9,5,45,Men,Adult,L,0
Φόρεμα,51.75,4,Αντικαταβολή,9,4,17,Men,Adult,L,1
